id,demographics_1,demographics_2,demographics_3,company_1,company_2,company_3,demographics_4,demographics_5,remote_work_time_1,remote_work_time_2,remote_work_time_3,remote_work_time_4,remote_work_time_5,remote_policy_1,split_work_day_1,split_work_day_2,split_work_day_3,remote_policy_2,remote_policy_3,remote_policy_4,remote_policy_5,remote_policy_6,remote_policy_7,remote_policy_8,remote_culture_1,remote_culture_2,remote_culture_3,remote_culture_4,remote_culture_5,remote_culture_6,remote_culture_7,remote_culture_8,remote_culture_9,remote_culture_10,remote_culture_11,remote_culture_12,use_of_time_onsite_1,use_of_time_onsite_2,use_of_time_onsite_3,use_of_time_onsite_4,use_of_time_onsite_5,use_of_time_remote_1,use_of_time_remote_2,use_of_time_remote_3,use_of_time_remote_4,use_of_time_remote_5,compensation_hypothetical_1,compensation_hypothetical_2,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,remote_personal_behavior_1,remote_personal_behavior_2,remote_personal_behavior_3,remote_management_1,remote_management_2,remote_management_3,remote_management_4,remote_management_5,remote_management_6,remote_management_7,remote_management_8,remote_management_9,remote_management_10,remote_management_11,productivity_1,remote_management_12
1365,26,Female,Between 1 and 5 years,Other Services,Sales workers - Sales Representatives and Agents,Between 20 and 199,One parent family with dependent children,1,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,2,1,1,0,2,2,2,2,-2,1,2,They are about the same,0,0,-1,0.0,1.0,0.0,12.5,10.5,0.0,1.0,0.0,12.5,10.5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1366,53,Male,Between 6 and 12 months,Wholesale Trade,Sales workers - Sales Support Workers,Between 20 and 199,Couple with no dependent children,1,20,40,20,40,40,0,1,100,100,Unsure,NA,1,0,2,1,1,1,1,0,1,-1,0,0,1,They are about the same,1,1,1,1.5,8.0,2.0,4.5,8.0,0.0,8.0,3.0,5.0,8.0,1,0.05,1,2,1,1,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1367,39,Male,Between 6 and 12 months,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,20,20,20,20,20,0,1,5,50,No,NA,1,-1,-1,0,1,1,1,1,1,1,2,0,0,My direct manger(s),0,1,1,2.0,10.0,2.0,2.0,8.0,2.0,12.0,1.0,1.0,8.0,0,NA,1,0,0,0,0,0,2,-1,1,1,0,0,0,-2,0,0,-1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1368,31,Female,Between 6 and 12 months,Manufacturing,Professionals - Education Professionals,Between 20 and 199,Couple with dependent children,1,60,30,40,30,40,1,1,40,40,No,NA,1,0,1,1,1,1,2,1,1,1,1,2,1,My direct manger(s),1,1,1,1.0,7.0,6.0,4.0,6.0,0.0,6.0,3.0,5.0,10.0,1,0.1,1,0,0,1,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1369,25,Female,Between 1 and 5 years,Construction,Sales workers - Sales Representatives and Agents,More than 200,Single person,1,100,80,100,50,50,1,1,100,70,No,NA,2,2,2,2,2,2,2,2,2,2,-1,2,2,They are about the same,2,2,2,1.0,8.0,3.0,3.0,9.0,0.0,9.0,1.0,5.0,9.0,0,NA,1,0,0,-1,-1,-1,-2,1,0,0,0,-1,0,0,0,2,0,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
1370,24,Female,Between 6 and 12 months,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,1,30,30,30,30,50,1,1,20,30,Yes,30,2,2,1,2,2,1,1,1,1,2,-2,2,2,Senior leadership,2,1,2,1.0,7.0,1.0,5.0,10.0,1.0,8.0,2.0,3.0,10.0,1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,1,1,1,1,1,1,1,1,50,50
1371,30,Male,Between 1 and 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Couple with no dependent children,1,80,80,80,80,60,1,1,5,20,Yes,20,1,-1,-1,2,0,2,1,-1,-1,2,-1,0,1,They are about the same,1,1,1,2.0,7.5,1.5,5.5,7.5,0.5,8.5,1.5,5.5,8.0,0,NA,0,0,1,2,-1,1,0,2,0,0,2,-2,2,0,2,0,1,-2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
1372,44,Male,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Couple with dependent children,1,60,60,60,60,60,1,1,5,5,Yes,60,2,1,2,1,2,2,1,2,2,1,0,-2,2,They are about the same,0,1,0,0.5,10.0,3.0,3.5,7.0,0.0,12.0,2.5,2.5,7.0,0,NA,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1373,35,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Couple with dependent children,1,60,50,60,60,50,1,1,60,50,Yes,50,0,-1,1,0,0,1,1,1,2,1,0,1,2,They are about the same,0,1,0,2.0,8.0,3.0,3.0,8.0,0.0,10.0,4.0,2.0,8.0,1,0.05,1,1,0,2,1,1,2,0,0,1,2,1,1,-1,0,0,0,0,1,1,Yes,1,2,1,1,2,0,1,2,1,30,30
1374,31,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Couple with dependent children,1,40,40,40,40,40,0,0,NA,NA,Unsure,NA,2,1,1,1,1,2,1,1,2,1,-2,2,1,They are about the same,1,1,0,2.5,8.0,2.0,2.5,9.0,0.5,6.0,5.0,3.0,9.5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
1375,44,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Couple with dependent children,1,20,10,20,20,10,0,0,NA,NA,No,NA,1,1,2,1,1,2,0,1,1,0,1,1,0,They are about the same,1,1,2,1.0,8.0,4.0,3.0,8.0,1.0,8.0,4.0,3.0,8.0,0,NA,1,2,0,1,0,2,0,0,1,0,1,1,0,0,0,2,2,0,1,1,Yes,1,2,0,0,1,2,1,1,2,20,20
1376,41,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,Single person,1,100,100,90,100,100,1,1,10,5,No,NA,1,2,2,1,2,2,1,2,2,1,-1,0,2,My direct manger(s),0,0,0,2.0,10.0,2.0,2.0,8.0,1.0,8.0,2.0,4.0,9.0,0,NA,0,0,1,1,0,0,0,1,1,0,2,0,0,2,1,2,1,1,0,1,Yes,1,1,1,1,1,0,1,1,1,20,20
1377,29,Male,Between 1 and 5 years,Financial and Insurance,Professionals - Arts and Media Professionals,Between 20 and 199,Single person,1,70,70,70,70,50,1,1,50,50,Unsure,NA,0,0,0,1,0,1,1,1,1,1,1,1,0,My direct manger(s),1,1,1,1.0,7.0,4.0,3.0,9.0,1.0,8.0,3.0,3.0,9.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1378,31,Male,Between 1 and 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,50,50,50,50,50,1,1,50,50,Yes,50,0,0,0,-1,0,0,0,0,0,0,0,-1,1,Senior leadership,0,-1,0,0.0,10.0,10.0,4.0,0.0,0.5,10.0,10.0,4.0,7.5,1,0.4,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1379,35,Male,Between 1 and 5 years,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Couple with dependent children,1,60,30,60,40,70,1,0,NA,NA,No,NA,1,0,0,1,0,-1,0,-1,0,-1,1,2,1,My direct manger(s),1,-1,0,1.0,2.0,10.0,1.0,10.0,2.0,8.0,7.0,6.0,1.0,1,0.12,0,-2,-1,0,-2,-2,0,-2,-2,-1,0,-1,-2,1,-2,-1,1,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1380,36,Female,More than 5 years,Health Care and Social Assistance,Sales workers - Sales Assistants and Salespersons,Between 1 and 4,Single person,1,50,50,50,50,30,1,0,NA,NA,Yes,30,2,2,2,0,1,1,1,1,1,1,0,-2,1,My direct manger(s),1,2,2,2.0,7.0,5.0,2.0,8.0,2.0,6.0,3.0,8.0,5.0,1,0.1,-1,-1,-1,-1,0,0,0,-2,0,0,0,0,-1,-2,0,0,2,1,2,1,Yes,1,1,1,2,1,1,2,2,2,50,50
1381,30,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Couple with dependent children,1,50,50,50,50,50,0,0,NA,NA,No,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,They are about the same,0,0,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,NA
1382,64,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Single person,0,5,50,0,50,50,1,1,10,50,Unsure,NA,1,-2,-2,1,0,2,1,1,0,0,0,1,1,They are about the same,1,1,-1,3.0,8.0,5.0,1.0,7.0,5.0,9.0,2.0,1.0,7.0,0,NA,0,0,0,-1,0,0,-1,-1,1,0,0,-1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1383,36,Male,Between 6 and 12 months,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Couple with no dependent children,1,40,60,40,60,60,0,0,NA,NA,Yes,60,1,-2,-1,2,2,1,0,1,1,1,-1,-1,1,They are about the same,0,0,0,3.0,8.5,2.0,4.0,6.5,0.25,8.5,2.0,6.75,6.5,0,NA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
1384,22,Female,Between 6 and 12 months,Administrative and Support,Technicians and trades workers - Automotive and Engineering Trades Workers,Between 20 and 199,Single person,1,30,40,20,10,50,1,0,NA,NA,Unsure,NA,0,1,1,-1,1,2,2,2,0,2,0,1,2,They are about the same,1,1,1,1.0,8.0,2.0,6.0,7.0,1.0,10.0,2.0,5.0,6.0,0,NA,2,2,0,0,2,1,1,1,0,0,0,-1,1,1,-2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
1385,45,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Couple with dependent children,1,30,40,30,20,20,1,1,30,100,Yes,100,1,2,1,1,1,1,1,2,2,1,2,2,2,My direct manger(s),2,2,1,2.0,7.0,7.0,2.0,6.0,7.0,7.0,5.0,4.3,5.0,1,0.15,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,2,2,1,1,Yes,1,2,1,1,2,1,1,2,2,50,50
1386,39,Female,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with dependent children,1,100,100,80,100,100,1,1,20,20,Unsure,NA,1,1,1,2,2,2,2,-2,1,2,-2,-1,2,Senior leadership,1,1,1,3.0,8.5,2.0,2.5,8.0,0.5,10.0,2.0,3.5,8.0,0,NA,1,0,2,0,0,0,0,0,0,0,-1,0,2,0,2,0,1,0,-2,1,Yes,1,2,1,1,1,0,1,0,1,40,40
1387,41,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals - Arts and Media Professionals,Between 20 and 199,Couple with dependent children,1,50,60,40,60,30,0,0,NA,NA,No,NA,1,0,1,1,0,1,1,1,1,0,-1,1,1,My direct manger(s),0,0,0,1.0,8.0,2.0,5.0,8.0,0.0,8.0,3.0,5.0,8.0,0,NA,0,-1,-1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
1388,38,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Couple with dependent children,1,100,100,100,100,80,0,0,NA,NA,No,NA,1,1,2,1,2,1,1,1,1,1,-1,-1,2,They are about the same,1,1,1,1.5,10.0,2.0,2.0,8.5,0.0,11.0,2.0,3.0,8.0,0,NA,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,2,0,1,Yes,1,1,1,1,1,0,0,0,1,20,20
1389,32,Male,Between 6 and 12 months,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with dependent children,1,50,50,50,50,50,0,0,NA,NA,Yes,5,2,2,2,-1,2,1,2,1,-1,0,1,1,1,Senior leadership,-1,-1,1,0.5,7.5,2.0,7.0,7.0,0.0,7.0,2.0,8.0,7.0,0,NA,0,0,0,1,1,0,0,1,0,0,0,2,0,2,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
1390,36,Male,Between 1 and 5 years,Retail Trade,Sales workers - Sales Representatives and Agents,Between 20 and 199,Couple with no dependent children,1,30,40,40,40,40,1,1,20,40,Unsure,NA,2,1,1,2,2,2,1,2,2,1,0,-2,1,They are about the same,-1,1,1,1.5,8.0,4.0,3.5,7.0,0.5,9.0,4.0,3.5,7.0,0,NA,0,-2,0,1,0,-1,-2,0,0,1,-1,1,0,0,0,1,0,0,1,1,Yes,1,-2,-2,2,2,2,2,2,2,0,0
1391,44,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with no dependent children,1,80,100,60,60,60,0,1,60,80,Unsure,NA,2,1,1,1,0,0,2,-1,1,1,0,1,2,They are about the same,0,2,2,2.0,8.0,2.0,4.0,8.0,0.0,8.0,2.0,6.0,8.0,0,NA,0,0,1,0,1,0,0,-1,0,0,0,2,0,2,1,1,1,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
1392,37,Male,Between 6 and 12 months,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,90,90,90,90,80,1,1,80,80,No,NA,1,0,0,1,1,0,2,2,1,-1,0,1,2,They are about the same,0,1,0,3.0,6.0,4.0,3.0,8.0,0.0,8.0,4.0,4.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Yes,0,0,0,0,0,0,0,0,0,30,30
1393,42,Male,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with dependent children,0,100,100,100,90,90,1,1,5,10,Yes,5,2,1,1,0,1,2,2,1,2,2,0,2,1,They are about the same,2,2,2,2.0,7.0,5.0,2.0,8.0,0.5,7.5,3.0,5.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1394,32,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,1,100,40,100,40,50,1,0,NA,NA,No,NA,1,-1,-1,-1,1,2,1,2,2,1,-1,1,1,They are about the same,2,2,2,3.0,7.0,2.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,0,NA,0,0,0,1,0,1,-2,-2,-1,0,1,-1,0,1,1,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
1395,25,Female,Between 6 and 12 months,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with no dependent children,1,100,100,100,80,60,1,0,NA,NA,No,NA,2,2,2,0,2,2,2,2,2,2,-1,2,1,They are about the same,2,2,2,3.0,8.0,2.0,3.0,8.0,0.0,7.0,3.0,5.0,9.0,0,NA,2,0,0,1,0,0,-1,-1,0,2,2,-1,2,1,0,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
1396,26,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,70,70,70,80,80,0,0,NA,NA,Yes,20,0,1,1,-1,2,1,1,1,1,1,-1,-1,1,They are about the same,1,-1,-1,3.0,9.0,1.0,3.0,8.0,0.0,10.0,2.0,4.0,8.0,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,Yes,0,1,1,1,1,1,1,1,1,50,50
1397,31,Female,Between 6 and 12 months,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 1 and 4,Couple with no dependent children,1,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,2,2,2,2,2,2,2,2,-1,-1,2,They are about the same,0,2,-2,1.0,9.0,1.0,4.0,9.0,0.0,9.0,2.0,4.0,9.0,0,NA,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1398,30,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Multiple family household,1,60,60,60,60,60,1,1,60,60,Yes,60,1,2,2,2,1,-1,1,2,1,1,0,1,0,My direct manger(s),-1,1,-1,2.0,7.0,4.0,5.0,6.0,0.0,7.0,4.0,5.0,8.0,0,NA,1,2,-1,0,0,1,0,2,0,0,2,1,-1,2,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1399,30,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Group household,1,40,50,0,50,40,1,0,NA,NA,Yes,100,-2,-2,-2,2,-1,-2,1,1,-1,1,0,-1,-1,They are about the same,-2,-2,-2,2.0,9.0,1.0,4.0,8.0,1.5,8.0,1.0,5.5,8.0,0,NA,0,-1,0,-1,1,1,0,1,0,-2,-2,1,-2,1,0,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1400,28,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - General Clerical Workers,More than 200,Couple with no dependent children,1,100,100,100,100,100,1,1,5,100,No,NA,2,2,2,-1,2,2,2,2,2,2,-1,2,2,They are about the same,2,2,2,2.0,8.0,1.5,4.5,8.0,0.5,8.0,1.5,6.0,8.0,0,NA,2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1401,42,Female,More than 5 years,Health Care and Social Assistance,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,1,40,50,50,50,50,0,0,NA,NA,Yes,50,2,2,2,2,2,2,2,0,2,2,-1,1,2,They are about the same,0,0,0,1.0,6.0,4.0,6.0,7.0,0.5,6.5,4.0,6.0,7.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Yes,0,1,1,1,1,0,1,1,1,50,50
1402,29,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,Between 5 and 19,Couple with dependent children,1,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,-2,-2,2,2,2,2,2,2,-2,0,2,Senior leadership,1,1,1,1.0,10.0,2.0,3.0,8.0,2.0,9.0,1.0,3.0,9.0,0,NA,0,0,0,0,-1,-1,-1,1,-1,1,1,-2,1,0,1,-2,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
1403,39,Female,Between 1 and 5 years,"Rental, Hiring and Real Estate",Sales workers - Sales Support Workers,Between 5 and 19,One parent family with dependent children,1,40,100,40,5,100,1,1,10,100,Unsure,NA,1,-1,1,1,2,-1,2,1,1,2,-2,0,1,My direct manger(s),-1,-1,-1,1.5,8.0,3.0,4.0,7.5,0.0,8.0,4.0,4.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1404,28,Female,Between 6 and 12 months,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Other one family household,1,90,90,60,80,80,1,1,20,20,No,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,They are about the same,-1,1,1,2.0,6.0,2.0,6.0,8.0,0.0,7.0,3.0,6.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Yes,1,2,2,2,1,1,1,1,1,20,20
1405,39,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,One parent family with dependent children,1,100,100,100,80,90,1,0,NA,NA,Unsure,NA,0,1,-1,2,1,0,1,0,-1,1,-1,-2,1,Senior leadership,0,0,2,3.0,7.0,4.0,4.0,6.0,0.5,7.0,5.0,5.5,6.0,0,NA,2,2,1,0,0,0,0,0,0,0,2,2,0,2,0,2,2,2,-2,1,Yes,0,1,0,1,1,1,1,1,1,50,50
1406,41,Female,Between 1 and 5 years,"Agriculture, Forestry and Fishing","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,One parent family with dependent children,1,50,60,50,60,50,1,1,60,60,Yes,60,1,0,1,0,1,0,0,1,1,0,1,1,1,Senior leadership,2,2,1,5.0,8.0,3.0,1.0,7.0,2.0,9.0,3.0,3.0,7.0,0,NA,1,0,2,1,0,0,1,1,0,1,-1,-1,0,1,-1,0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
1407,45,Female,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Single person,1,100,80,80,60,60,1,0,NA,NA,Yes,50,1,1,1,1,0,0,-1,-2,1,1,0,0,1,My direct manger(s),-2,-2,-2,2.5,9.0,2.0,2.5,8.0,0.5,9.0,2.0,5.5,7.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1408,42,Female,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,One parent family with dependent children,1,5,20,20,50,20,1,1,10,20,Unsure,NA,-1,0,2,1,0,0,-1,-1,0,1,0,0,0,They are about the same,-1,-1,-1,3.0,8.0,4.0,2.0,7.0,1.0,9.0,5.0,2.0,7.0,0,NA,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1409,59,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,One parent family with dependent children,0,100,100,100,100,100,0,0,NA,NA,No,NA,2,1,-1,2,2,0,2,0,2,2,-2,-2,2,My direct manger(s),2,2,2,0.0,8.0,5.0,4.0,7.0,0.0,8.0,5.0,4.0,7.0,0,NA,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
1410,33,Female,Between 1 and 5 years,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,100,100,100,100,100,1,0,NA,NA,No,NA,1,1,1,1,1,2,1,-1,0,2,-2,0,2,My direct manger(s),0,0,-1,3.0,8.5,1.0,4.0,7.5,0.0,8.5,1.0,6.5,8.0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1411,23,Female,Between 6 and 12 months,Other Services,Managers - Specialist Managers,Between 20 and 199,Multiple family household,1,10,30,10,30,40,1,1,10,40,Yes,70,0,-2,2,2,0,-2,-2,1,-1,1,1,2,2,They are about the same,-2,-2,-2,2.0,7.0,3.0,2.0,10.0,0.0,7.0,3.5,3.5,10.0,0,NA,-1,0,-1,-1,-2,0,0,0,0,0,2,0,-1,0,-1,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1412,36,I would rather not say,More than 5 years,Construction,"Professionals - Business, Human Resource and Marketing Professionals",I am a sole trader/owner-operator,Couple with no dependent children,1,5,5,0,30,30,1,1,5,5,No,NA,2,2,2,2,0,0,0,0,0,2,-2,0,0,They are about the same,0,0,0,2.0,8.0,4.0,4.0,6.0,0.0,8.0,4.0,6.0,6.0,1,0.1,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,1,0,0,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1413,29,Female,Between 1 and 5 years,Retail Trade,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Single person,1,5,100,0,100,100,0,0,NA,NA,Yes,100,-2,-2,-2,1,1,-2,-1,-2,-2,1,0,2,-2,They are about the same,-2,-2,-2,1.0,8.0,2.0,4.0,9.0,0.0,7.0,3.0,5.0,9.0,1,0.08,0,0,0,-1,0,-1,0,0,0,-2,0,0,-2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
1414,37,Male,Between 1 and 5 years,Financial and Insurance,Professionals - ICT Professionals,Between 20 and 199,Group household,1,80,40,60,40,40,1,1,40,40,No,NA,2,2,2,2,2,2,2,2,2,1,-1,1,2,They are about the same,0,1,0,1.0,8.0,2.0,5.0,8.0,0.0,9.0,2.0,5.0,8.0,0,NA,0,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,1,-1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
1415,44,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,Between 20 and 199,Couple with no dependent children,0,100,100,100,100,100,0,0,NA,NA,Unsure,NA,2,-2,-2,-2,2,0,1,1,1,1,-2,-2,0,They are about the same,0,0,0,0.0,9.0,4.0,5.0,6.0,0.0,9.0,4.0,5.0,6.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1416,27,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Single person,1,80,60,80,60,60,1,0,NA,NA,No,NA,1,1,-1,0,1,1,0,1,2,0,-1,1,1,They are about the same,1,1,1,2.0,9.0,0.0,5.0,8.0,0.5,9.0,0.0,6.5,8.0,0,NA,0,1,1,0,-1,0,-1,0,0,0,2,-1,0,2,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1417,42,Female,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Couple with no dependent children,1,90,100,70,100,50,1,1,5,5,Unsure,NA,2,1,1,2,2,1,-1,2,1,1,-1,-2,1,My direct manger(s),-1,-1,-1,3.5,9.0,2.0,2.5,7.0,0.5,10.5,2.0,3.0,8.0,1,0.1,0,0,1,1,0,-1,0,0,0,0,1,0,0,0,2,0,2,2,0,1,Yes,1,1,0,1,1,-1,0,1,1,30,30
